value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,pr
7.241894690406701e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.557623790947555e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.4536626221584148e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.1864543132373867e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.0681424188193062e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.2750233478030275e-05,2008,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.1438174834706998e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9495180171133857e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
1.9801606603469033e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.1870467700772732e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.729168569775904e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.6415442291602094e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
5.038746140286727e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
4.123620136747239e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.928073781845886e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.6931552975907246e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.753777918125595e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.6916622825628016e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.438352215144959e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.7904514563485336e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.6612048933557054e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.956636429542595e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.8242863625951584e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.225018529588389e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6482324180148992e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.9439987676659296e-06,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.2604380655957474e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.624625606670474e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.841335461325051e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.080874677324601e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.2616321110342264e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.3641061803286294e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
2.5878749588652747e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.0897399391072703e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.7730372236870753e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3370018575446007e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.3501371804917713e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.3386963702855586e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.4232638093302531e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.3930194005230405e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.52919223271785e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,
5.096526916447763e-06,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.557716983560007e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.604363480140934e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.25861154454622e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
9.48654360286047e-06,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.1485649733421225e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.0141202832445954e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.470909731419036e-05,2009,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0988277355766348e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.8399626746260347e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.1485944612394583e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.2488021854058767e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.9134470264547276e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.8229695434213974e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.565758166005443e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.6770974088530912e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.086615068306468e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.628820721099635e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
5.43549281014313e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
4.0492407385149565e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.5242486541031985e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.1963566993557136e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.505361414963086e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.8978298636741498e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.6148881637242657e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.1211094089318097e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.4352109397805528e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.198650355723362e-06,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.469119716509551e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.7156336195846405e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.7411662070019973e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.2795963535803503e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.7773464412823225e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.7313405123241822e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.377547083219096e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.2448346131680472e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.5378924492764204e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3883211570962346e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.469466046262431e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.0554270873248549e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2190866516115698e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.5846653302019273e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.359462902777667e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,
3.4197483039474763e-06,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
4.331267320258733e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.511792088861739e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
4.158867095997687e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.6529065299874087e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
3.096015790366422e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.2005347962108942e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.6538260673692255e-05,2010,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.9248872337897738e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9698456182348817e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.6747674060338992e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.91104830368202e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.196538223532067e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.944959048168317e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.6044720313423064e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.1913612217829697e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.178368959190645e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.796444490942753e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.9361330208442124e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.404931642960488e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.0714409279406836e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
1.8042091448031406e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.6040874254820246e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.804542455993767e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.7414839610211098e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.201398877589786e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6960073885177487e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.5822840097296934e-06,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.077849107690054e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.961960122607067e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.713037874172971e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.4474481822934804e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.7725771687053e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
3.097625297238793e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.2231754784076334e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1782777552204274e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.6057552585986187e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3847872660576122e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.3750261418142417e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.3711776792037001e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.0908671815408938e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.6371153374995178e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.882088722911986e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.815199392567268e-06,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.835048171529286e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.344241807073412e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.685291653162751e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.271865079983306e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.0168895365473824e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.9083870997514225e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.3553892002950116e-05,2011,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.064180210735518e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9311695934183262e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.2598265192457762e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.487561753256277e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.4020748458551506e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.037365882805158e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.157210730012368e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.999246611223339e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.264125081968537e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.638982498826531e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.643166078347394e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.505627679056309e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.8162940345087647e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
3.3484569598976384e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.5942882123025287e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.6504908457504568e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
3.0391891771675616e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.3549835126975696e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.8046228792783397e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.642716804618501e-06,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.8953236991992093e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.4477714602253675e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.7618756389153083e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.4677669882550764e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.4848236694176512e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.5928420329692408e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.071786804317981e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1714388762502052e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.7635769604515956e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4622557376849907e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.1963932630235555e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.541521524319162e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2703701296163335e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.3541911028663204e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.300552894438794e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.047361171238536e-06,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.5517563815308594e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.066625538843247e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.4130297315318606e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
9.591745664906157e-06,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
1.4394458787421761e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.0095240746953948e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.0549743193584394e-05,2012,GISS-E2-1-G,historical,r10i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0932791607711868e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9059307110770135e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.24661127579907e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
3.116027180007815e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.6562293820141786e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.376705580727828e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
4.0494326479457884e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.9596974309530295e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.443205278014756e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.40720675880405e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.9576040147312505e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.8882104236855046e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.4715926600827476e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.8994953169408864e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.6673661908989282e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.8354777186172833e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
3.0500310718817357e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.5163284905706475e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.697075662232566e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.13084392126784e-06,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.0052341984237322e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.467808503721202e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.7169521164759082e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.061376760657049e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.2972592836915073e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.2320559277120858e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.54255444940479e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1281626495690826e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.8956738804377833e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.5087188919196252e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.3751951038053384e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.4023649267554714e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.0375876167698876e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.2760292044670194e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.272636442342521e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.696036786053634e-06,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
4.2828407561215256e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.241553001313522e-05,2013,GISS-E2-1-G,historical,r10i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
